iteration,avg_loss,num_points
1,0.052084,105168
2,0.049242,132530
3,0.049746,147481
4,0.043932,160114
5,0.037545,168407
6,0.037902,175418
7,0.034482,183493
8,0.037609,183493
9,0.035771,190405
10,0.037361,190405
11,0.037617,196846
12,0.037062,196846
13,0.035138,201718
14,0.036711,204943
15,0.034119,207554
16,0.035450,209536
17,0.031812,211451
18,0.031715,213203
19,0.032782,214917
20,0.031737,216409
21,0.032237,217839
22,0.032895,219328
23,0.034866,220755
24,0.035530,222170
25,0.036700,223512
26,0.035106,224805
27,0.040629,226108
28,0.041288,227379
29,0.036920,228639
30,0.036888,229810
31,0.037657,231043
32,0.040415,232293
33,0.038051,233450
34,0.038080,234531
35,0.038664,235577
36,0.038936,236661
37,0.039879,237638
38,0.039979,238567
39,0.040247,239513
40,0.042157,240437
41,0.039853,241240
42,0.039772,242041
43,0.042275,242933
44,0.041168,243676
45,0.040135,244448
46,0.039437,245205
47,0.041821,245945
48,0.039321,246659
49,0.044314,247299
50,0.039123,247885
51,0.040503,248509
52,0.038544,249158
53,0.038275,249745
54,0.038737,250237
55,0.037913,250785
56,0.039952,251255
57,0.038199,251715
58,0.037607,252205
59,0.037389,252668
60,0.037014,253073
61,0.039215,253478
62,0.037110,253898
63,0.036893,254290
64,0.036459,254686
65,0.036224,255083
66,0.036665,255411
67,0.036513,255740
68,0.038505,256174
69,0.036831,256417
70,0.038589,256745
71,0.036249,257080
72,0.037936,257346
73,0.035547,257591
74,0.035955,257843
75,0.035422,258120
76,0.035462,258389
77,0.034643,258697
78,0.035000,258942
79,0.035148,259241
80,0.034956,259562
81,0.035063,259828
82,0.034836,260136
83,0.034696,260475
84,0.035083,260779
85,0.035038,261126
86,0.035076,261471
87,0.034968,261841
88,0.035007,262227
89,0.034999,262554
90,0.037391,262906
91,0.035934,263238
92,0.037842,263575
93,0.037860,263905
94,0.035887,264166
95,0.035592,264427
96,0.035593,264687
97,0.035393,264965
98,0.034699,265281
99,0.035087,265631
100,0.034728,265968
101,0.034770,266338
102,0.034788,266658
103,0.034323,266989
104,0.036009,267323
105,0.034397,267633
106,0.034519,267909
107,0.034550,268184
108,0.035779,268396
109,0.035790,268525
110,0.033988,268692
111,0.033780,268815
112,0.033498,268937
113,0.033399,269035
114,0.033013,269169
115,0.032765,269282
116,0.031972,269398
117,0.032608,269512
118,0.031099,269607
119,0.030360,269703
120,0.029733,269791
121,0.029180,269889
122,0.029194,269988
123,0.028472,270087
124,0.028281,270168
125,0.028321,270293
126,0.028209,270378
127,0.027035,270478
128,0.026007,270558
129,0.026648,270625
130,0.026077,270705
131,0.026486,270777
132,0.026057,270876
133,0.025954,270953
134,0.025524,271071
135,0.026037,271153
136,0.026105,271268
137,0.025261,271378
138,0.025267,271518
139,0.026335,271648
140,0.026176,271810
141,0.025883,271964
142,0.025463,272123
143,0.027278,272296
144,0.026355,272484
145,0.025992,272692
146,0.027269,272937
147,0.027873,273189
148,0.028395,273509
149,0.029242,273862
150,0.029129,274248
151,0.029541,274621
152,0.030254,275016
153,0.031044,275443
154,0.031022,275833
155,0.031388,276192
156,0.030701,276646
157,0.031107,277107
158,0.030862,277629
159,0.030343,278029
160,0.030415,278354
161,0.030678,278772
162,0.029416,279239
163,0.031003,279858
164,0.030973,280978
165,0.030219,281832
166,0.031839,282956
167,0.031775,284181
168,0.031074,285021
169,0.031150,286231
170,0.032095,287759
171,0.031123,289052
172,0.032214,290473
173,0.031336,292212
174,0.031355,294150
175,0.031099,295814
176,0.032224,297416
177,0.031182,299028
178,0.032361,300829
179,0.032376,302625
180,0.032885,304384
181,0.032994,306228
182,0.033544,307986
183,0.033492,309657
184,0.037146,311303
185,0.032881,311303
186,0.034382,314368
187,0.033041,314368
188,0.033772,317598
189,0.034585,317598
190,0.036300,320915
191,0.035326,320915
192,0.040337,324201
193,0.043185,324201
194,0.043868,327809
195,0.043026,327809
196,0.048162,331396
197,0.053114,334044
