iteration,avg_loss,num_points
1,0.051069,105168
2,0.046585,132530
3,0.040663,147481
4,0.040758,160114
5,0.034335,168407
6,0.032241,175418
7,0.033988,183493
8,0.031123,183493
9,0.029489,190405
10,0.029984,190405
11,0.029718,196846
12,0.030696,196846
13,0.027297,201718
14,0.028063,204943
15,0.028569,207554
16,0.026336,209536
17,0.025931,211451
18,0.025425,213203
19,0.024355,214917
20,0.024577,216409
21,0.024971,217839
22,0.026380,219328
23,0.026339,220755
24,0.026877,222170
25,0.027674,223512
26,0.028484,224805
27,0.030816,226108
28,0.029375,227379
29,0.030113,228639
30,0.032774,229810
31,0.031089,231043
32,0.033502,232293
33,0.033948,233450
34,0.034289,234531
35,0.032263,235577
36,0.033249,236661
37,0.033574,237638
38,0.033416,238567
39,0.035617,239513
40,0.036152,240437
41,0.033387,241240
42,0.035743,242041
43,0.033932,242933
44,0.036312,243676
45,0.033439,244448
46,0.034434,245205
47,0.033906,245945
48,0.033644,246659
49,0.033052,247299
50,0.033113,247885
51,0.032376,248509
52,0.031880,249158
53,0.033349,249745
54,0.031315,250237
55,0.031298,250785
56,0.031336,251255
57,0.031322,251715
58,0.032525,252205
59,0.031476,252668
60,0.031355,253073
61,0.030785,253478
62,0.031218,253898
63,0.030586,254290
64,0.030700,254686
65,0.030438,255083
66,0.032010,255411
67,0.030152,255740
68,0.030981,256174
69,0.031023,256417
70,0.030612,256745
71,0.030492,257080
72,0.029554,257346
73,0.029761,257591
74,0.029878,257843
75,0.029518,258120
76,0.028931,258389
77,0.028555,258697
78,0.029043,258942
79,0.028836,259241
80,0.029712,259562
81,0.028849,259828
82,0.028261,260136
83,0.028625,260475
84,0.028960,260779
85,0.028829,261126
86,0.028643,261471
87,0.029533,261841
88,0.029255,262227
89,0.029473,262554
90,0.029277,262906
91,0.029754,263238
92,0.031125,263575
93,0.029556,263905
94,0.029469,264166
95,0.029317,264427
96,0.029460,264687
97,0.029506,264965
98,0.029403,265281
99,0.031034,265631
100,0.028903,265968
101,0.029601,266338
102,0.029262,266658
103,0.029152,266989
104,0.029379,267323
105,0.029258,267633
106,0.029645,267909
107,0.029519,268184
108,0.029176,268396
109,0.028691,268525
110,0.028575,268692
111,0.028817,268815
112,0.028156,268937
113,0.029528,269035
114,0.028208,269169
115,0.027668,269282
116,0.027492,269398
117,0.027280,269512
118,0.026528,269607
119,0.026506,269703
120,0.025790,269791
121,0.026642,269889
122,0.025702,269988
123,0.025369,270087
124,0.024859,270168
125,0.025114,270293
126,0.024409,270378
127,0.024809,270478
128,0.024112,270558
129,0.024384,270625
130,0.024445,270705
131,0.023772,270777
132,0.023036,270876
133,0.023261,270953
134,0.023608,271071
135,0.023409,271153
136,0.023703,271268
