iteration,avg_loss,num_points
1,0.051189,105168
2,0.056511,105168
3,0.055636,105168
4,0.054796,105168
5,0.045292,132530
6,0.041368,132530
7,0.040678,132530
8,0.040012,132530
9,0.044015,147481
10,0.040237,147481
11,0.039637,147481
12,0.039010,147481
13,0.034039,160114
14,0.032988,160114
15,0.032497,160114
16,0.032021,160114
17,0.030804,168407
18,0.031916,168407
19,0.031447,168407
20,0.030993,168407
21,0.028355,175418
22,0.029198,175418
23,0.030560,175418
24,0.030127,175418
25,0.027631,183493
26,0.028766,183493
27,0.028365,183493
28,0.026486,183493
29,0.026148,183493
30,0.027926,183493
31,0.027590,183493
32,0.029019,183493
33,0.027074,190405
34,0.026725,190405
35,0.026380,190405
36,0.026048,190405
37,0.023508,190405
38,0.025824,190405
39,0.027130,190405
40,0.024120,190405
41,0.024100,196846
42,0.022711,196846
43,0.022428,196846
44,0.024382,196846
45,0.024104,196846
46,0.022831,196846
47,0.023650,196846
48,0.023400,196846
49,0.023682,201718
50,0.022811,201718
51,0.022271,201718
52,0.022027,201718
53,0.021713,204943
54,0.023248,204943
55,0.021766,204943
56,0.021557,204943
57,0.021535,207554
58,0.022772,207554
59,0.022505,207554
60,0.022250,207554
61,0.021927,209536
62,0.021347,209536
63,0.021237,209536
64,0.020074,209536
65,0.020549,211451
66,0.021431,211451
67,0.020375,211451
68,0.020384,211451
69,0.021967,213203
70,0.022031,213203
71,0.020556,213203
72,0.021557,213203
73,0.021136,214917
74,0.020869,214917
75,0.021802,214917
76,0.021566,214917
77,0.021274,216409
78,0.021449,216409
79,0.022063,216409
80,0.020798,216409
81,0.021899,217839
82,0.022721,217839
83,0.022496,217839
84,0.021432,217839
85,0.021943,219328
86,0.025225,219328
87,0.023382,219328
88,0.023150,219328
89,0.021874,220755
90,0.023334,220755
91,0.022935,220755
92,0.023978,220755
93,0.023314,222170
94,0.023577,222170
95,0.023472,222170
96,0.023160,222170
97,0.024298,223512
98,0.025568,223512
99,0.025309,223512
100,0.023753,223512
101,0.023861,224805
102,0.028187,224805
