iteration,avg_loss,num_points
1,0.052084,105168
2,0.044171,132530
3,0.040429,147481
4,0.038494,160114
5,0.026779,168407
6,0.025593,175418
7,0.024402,183493
8,0.022544,183493
9,0.021787,190405
10,0.020431,190405
11,0.019845,196846
12,0.018012,196846
13,0.017582,201718
14,0.017142,204943
15,0.018418,207554
16,0.018167,209536
17,0.016890,211451
18,0.018158,213203
19,0.018640,214917
20,0.017951,216409
21,0.019196,217839
22,0.018694,219328
23,0.019567,220755
24,0.020269,222170
25,0.019840,223512
26,0.019883,224805
27,0.021081,226108
28,0.022014,227379
29,0.020732,228639
30,0.021416,229810
31,0.022562,231043
32,0.021494,232293
33,0.021814,233450
34,0.022459,234531
35,0.021007,235577
36,0.022016,236661
37,0.021078,237638
38,0.021150,238567
39,0.022317,239513
40,0.022435,240437
41,0.021593,241240
42,0.020961,242041
43,0.022201,242933
44,0.021997,243676
45,0.020737,244448
46,0.021014,245205
47,0.021079,245945
48,0.020807,246659
49,0.020666,247299
50,0.019225,247885
51,0.019103,248509
52,0.019815,249158
53,0.019553,249745
54,0.018930,250237
55,0.019292,250785
56,0.017292,251255
57,0.019352,251715
58,0.019122,252205
59,0.020039,252668
60,0.018942,253073
61,0.019076,253478
62,0.019375,253898
63,0.019710,254290
64,0.017809,254686
65,0.018805,255083
66,0.020874,255411
67,0.020038,255740
68,0.020544,256174
69,0.020384,256417
70,0.020287,256745
71,0.019934,257080
72,0.020904,257346
73,0.019583,257591
74,0.019641,257843
75,0.020328,258120
76,0.020324,258389
77,0.019856,258697
78,0.020063,258942
79,0.020276,259241
80,0.019532,259562
81,0.020522,259828
82,0.020849,260136
83,0.021046,260475
84,0.020557,260779
85,0.021543,261126
86,0.021711,261471
87,0.021697,261841
88,0.021732,262227
89,0.022104,262554
90,0.021969,262906
91,0.022157,263238
92,0.021663,263575
93,0.021914,263905
94,0.021509,264166
95,0.021378,264427
96,0.020939,264687
97,0.021667,264965
98,0.022007,265281
99,0.022090,265631
100,0.022126,265968
101,0.022033,266338
102,0.022650,266658
103,0.021141,266989
104,0.022306,267323
105,0.021649,267633
106,0.022334,267909
107,0.021511,268184
108,0.021723,268396
109,0.020864,268525
110,0.021125,268692
111,0.020181,268815
112,0.021043,268937
113,0.020105,269035
114,0.020159,269169
115,0.020001,269282
116,0.019248,269398
117,0.019076,269512
118,0.018614,269607
119,0.018931,269703
120,0.018290,269791
121,0.018890,269889
122,0.017889,269988
123,0.017652,270087
124,0.018384,270168
125,0.017789,270293
126,0.017846,270378
127,0.018068,270478
128,0.017227,270558
129,0.017375,270625
130,0.017078,270705
131,0.016811,270777
132,0.016509,270876
133,0.017407,270953
134,0.016786,271071
135,0.017103,271153
136,0.016694,271268
137,0.016415,271378
138,0.015784,271518
139,0.016202,271648
140,0.015576,271810
141,0.016275,271964
142,0.015874,272123
143,0.015850,272296
144,0.015247,272484
145,0.015875,272692
146,0.017078,272937
147,0.015873,273189
148,0.016828,273509
149,0.018825,273862
150,0.019689,274248
151,0.019871,274621
152,0.018448,275016
153,0.018590,275443
154,0.018508,275833
155,0.017802,276192
156,0.017904,276646
157,0.016722,277107
158,0.016374,277629
159,0.017760,278029
160,0.017244,278354
161,0.016861,278772
162,0.016087,279239
163,0.016967,279858
164,0.016718,280978
165,0.017331,281832
166,0.016545,282956
167,0.016876,284181
168,0.016702,285021
169,0.017051,286231
170,0.016068,287759
171,0.016195,289052
172,0.016159,290473
173,0.016002,292212
174,0.015673,294150
175,0.016157,295814
176,0.015572,297416
177,0.015844,299028
178,0.015753,300829
179,0.016237,302625
180,0.017199,304384
181,0.016837,306228
182,0.020074,307986
183,0.022306,309657
184,0.016675,311303
185,0.017839,311303
186,0.017826,314368
187,0.016822,314368
188,0.019781,317598
189,0.019471,317598
190,0.022374,320915
191,0.021250,320915
192,0.024345,324201
193,0.023082,324201
194,0.023969,327809
195,0.021818,327809
196,0.025809,331396
197,0.030628,334044
198,0.032459,336471
199,0.029046,338345
200,0.024056,340072
201,0.021339,341779
202,0.021148,343342
203,0.017320,344845
204,0.020956,346426
205,0.016717,347960
206,0.017266,349510
207,0.017122,351143
208,0.017410,353197
209,0.017167,355695
210,0.021023,358283
211,0.017696,360496
212,0.017173,362185
213,0.017953,364483
214,0.016619,364483
215,0.020629,367775
216,0.016836,370005
217,0.017619,372107
218,0.017801,373314
219,0.017395,374188
220,0.018219,374886
221,0.018189,375646
222,0.029002,376548
223,0.034508,377581
224,0.041441,378689
225,0.047350,379682
226,0.051518,380466
227,0.058271,381178
228,0.056611,381762
229,0.054317,382355
230,0.054101,382889
231,0.051920,382889
232,0.057586,383596
233,0.050266,383596
234,0.048459,383946
235,0.047527,383946
236,0.047011,383946
237,0.045356,384221
238,0.045858,384221
239,0.043281,384221
240,0.043195,384221
241,0.047784,384389
242,0.047577,384389
243,0.041722,384532
244,0.042958,384532
245,0.043327,384619
246,0.045716,384619
247,0.044360,384714
248,0.045937,384804
249,0.047106,384890
250,0.047445,384980
251,0.048850,385052
252,0.048038,385123
253,0.048880,385187
254,0.047664,385245
255,0.034800,385309
256,0.021769,385363
257,0.020315,385435
258,0.022612,385495
259,0.015316,385553
260,0.015014,385606
261,0.017447,385658
262,0.015268,385719
263,0.015361,385793
264,0.017261,385879
265,0.019950,385977
266,0.015131,386102
267,0.014849,386196
268,0.014932,386310
269,0.018620,386440
270,0.015231,386552
271,0.017031,386684
272,0.015799,386857
273,0.021058,387020
274,0.015996,387230
275,0.018397,387416
276,0.016939,387640
277,0.019176,387870
278,0.019177,388095
279,0.016017,388304
280,0.015879,388534
281,0.021930,388777
282,0.016065,388996
283,0.017354,389250
284,0.016580,389523
285,0.016383,389829
286,0.015980,390134
287,0.015747,390458
288,0.016495,390763
289,0.019209,391061
290,0.015831,391365
291,0.019295,391725
292,0.015841,392097
293,0.017152,392485
294,0.019400,392858
295,0.020469,393235
296,0.017375,393651
297,0.016866,394038
298,0.017111,394413
299,0.016565,394811
300,0.018502,395229
301,0.018463,395621
302,0.018079,396058
303,0.018648,396451
304,0.018649,396841
305,0.022591,397221
306,0.019217,397575
307,0.019115,397929
308,0.019878,398226
309,0.025074,398502
310,0.019982,398715
311,0.019926,398902
312,0.018827,399148
313,0.023276,399378
314,0.019870,399602
315,0.020580,399807
316,0.021750,400049
317,0.025017,400248
318,0.021646,400477
319,0.021470,400662
320,0.022460,400857
321,0.022265,401019
322,0.024240,401179
323,0.023661,401313
324,0.024279,401421
325,0.019598,401552
326,0.019810,401648
327,0.020293,401750
328,0.022175,401817
329,0.018356,401881
330,0.017612,401933
331,0.018318,401993
332,0.019540,402048
333,0.018961,402082
334,0.016824,402136
335,0.017390,402162
336,0.017696,402185
337,0.017159,402200
338,0.016465,402218
339,0.016824,402238
340,0.018262,402254
341,0.019081,402259
342,0.018434,402267
343,0.020867,402269
344,0.018340,402272
345,0.017772,402274
346,0.020136,402276
347,0.017689,402280
348,0.019012,402284
349,0.020207,402287
350,0.021398,402292
351,0.019624,402294
352,0.022860,402297
353,0.018841,402298
354,0.023818,402299
355,0.020429,402302
356,0.021109,402304
357,0.021986,402305
358,0.021965,402306
359,0.023789,402306
360,0.027026,402306
361,0.026780,402307
362,0.025655,402308
363,0.023801,402310
364,0.020695,402323
365,0.021286,402328
366,0.020640,402331
367,0.020947,402336
368,0.020604,402336
369,0.019199,402337
370,0.019060,402344
371,0.019589,402347
372,0.019650,402349
373,0.019339,402350
374,0.019933,402353
375,0.021330,402359
376,0.018388,402368
377,0.019503,402368
378,0.017552,402379
379,0.017400,402379
380,0.017185,402391
381,0.016495,402391
382,0.019735,402397
383,0.016685,402397
384,0.015849,402406
385,0.016607,402417
386,0.017671,402426
387,0.017437,402437
388,0.018213,402447
389,0.017634,402453
390,0.017401,402463
391,0.017949,402469
392,0.023527,402475
393,0.021240,402490
394,0.018397,402494
395,0.018238,402505
396,0.018887,402520
397,0.022112,402526
398,0.018890,402534
399,0.019737,402566
400,0.018592,402581
401,0.021316,402598
402,0.017422,402611
403,0.018071,402637
404,0.019266,402637
405,0.016611,402700
406,0.016145,402700
407,0.018936,402754
408,0.015757,402776
409,0.015425,402808
410,0.015142,402842
411,0.014256,402882
412,0.015451,402925
413,0.015968,402957
414,0.016442,402986
415,0.016429,403012
416,0.016488,403085
417,0.024692,403166
418,0.034802,403234
419,0.042542,403299
420,0.044112,403347
421,0.046910,403392
422,0.049811,403437
423,0.047872,403437
424,0.046895,403497
425,0.047436,403497
426,0.048504,403524
427,0.047407,403524
428,0.046690,403540
429,0.047112,403540
430,0.050266,403556
431,0.047826,403556
432,0.050945,403564
433,0.046899,403564
434,0.046304,403572
435,0.046075,403572
436,0.044442,403575
437,0.035975,403581
438,0.021521,403583
439,0.016861,403588
440,0.016188,403596
441,0.017924,403602
442,0.016303,403609
443,0.015277,403611
444,0.015884,403625
445,0.016655,403630
446,0.015932,403639
447,0.019357,403646
448,0.018948,403654
449,0.018301,403661
450,0.016351,403668
451,0.016992,403672
452,0.019173,403690
453,0.017292,403706
454,0.016023,403716
455,0.019007,403728
456,0.017595,403740
457,0.016989,403746
458,0.020422,403754
459,0.019308,403765
460,0.018457,403777
461,0.023518,403780
462,0.019491,403788
463,0.018565,403793
464,0.017663,403805
465,0.020394,403815
466,0.018421,403822
467,0.017068,403836
468,0.020653,403851
469,0.021138,403856
470,0.019063,403868
471,0.017269,403875
472,0.018928,403891
473,0.017448,403915
474,0.018694,403935
475,0.020712,403953
476,0.017488,403966
477,0.016124,403981
478,0.016191,403995
479,0.016275,404010
480,0.018793,404030
481,0.019363,404055
482,0.016440,404098
483,0.016988,404115
484,0.015910,404138
485,0.018011,404163
486,0.019289,404196
487,0.017823,404254
488,0.017739,404302
489,0.018539,404378
490,0.017590,404457
491,0.021141,404519
492,0.019014,404627
493,0.017923,404700
494,0.019149,404767
495,0.021746,404816
496,0.016922,404840
497,0.020170,404881
498,0.016886,404916
499,0.022561,404945
500,0.021106,405008
501,0.017696,405047
502,0.015631,405082
503,0.016161,405138
504,0.018288,405173
505,0.015840,405197
506,0.016140,405225
507,0.017083,405248
508,0.019372,405286
509,0.016099,405371
