iteration,total_loss,num_points
351,0.054460,411232
352,0.046878,411235
353,0.039646,411236
354,0.040924,411237
355,0.064459,411240
356,0.042932,411242
357,0.097591,411243
358,0.053211,411244
359,0.068333,411244
360,0.070443,411244
361,0.057147,411245
362,0.072296,411246
363,0.049480,411248
364,0.042640,411261
365,0.079112,411266
366,0.041325,411269
367,0.049976,411274
368,0.049221,411274
369,0.050124,411275
370,0.041435,411282
371,0.036876,411285
372,0.054728,411287
373,0.039501,411288
374,0.053046,411291
375,0.048635,411297
376,0.044436,411306
377,0.039438,411306
378,0.070281,411317
379,0.040874,411317
380,0.044728,411329
381,0.056575,411329
382,0.057079,411335
383,0.075930,411335
384,0.047364,411344
385,0.046314,411355
386,0.037360,411364
387,0.047592,411375
388,0.073663,411385
389,0.038002,411391
390,0.071324,411401
391,0.050274,411407
392,0.070821,411413
393,0.049138,411428
394,0.063272,411432
395,0.049327,411443
396,0.069898,411458
397,0.096248,411464
398,0.042404,411472
399,0.041654,411504
400,0.038265,411519
401,0.044302,411536
402,0.043838,411549
403,0.042541,411575
404,0.032639,411575
405,0.061364,411638
406,0.037199,411638
407,0.046080,411692
408,0.049692,411714
409,0.075112,411746
410,0.037929,411780
411,0.048824,411820
412,0.050127,411863
413,0.040577,411895
414,0.040699,411924
415,0.044173,411950
416,0.069856,412023
417,0.050741,412104
418,0.049626,412172
419,0.043500,412237
420,0.038501,412285
421,0.046814,412330
422,0.039488,412375
423,0.044928,412375
424,0.039471,412435
425,0.047242,412435
426,0.043124,412435
427,0.097693,412462
428,0.065741,412478
429,0.044554,412478
430,0.065266,412494
431,0.039892,412494
432,0.045054,412502
433,0.046022,412502
434,0.043347,412510
435,0.036847,412510
436,0.043940,412513
437,0.064939,412519
438,0.066964,412519
439,0.046952,412524
440,0.032557,412532
441,0.045401,412538
442,0.043758,412545
443,0.043795,412547
444,0.044479,412561
445,0.067457,412566
446,0.041152,412575
447,0.039391,412582
448,0.046575,412590
449,0.062163,412597
450,0.042923,412604
451,0.050976,412608
452,0.045629,412626
453,0.044839,412642
454,0.038779,412652
455,0.041111,412664
456,0.077592,412676
457,0.046897,412682
458,0.032974,412690
459,0.068117,412701
460,0.040830,412713
461,0.041985,412716
462,0.068971,412724
463,0.072160,412729
464,0.036711,412741
465,0.044077,412751
466,0.039510,412758
467,0.052676,412772
468,0.046709,412788
469,0.047506,412793
470,0.096193,412805
471,0.043994,412812
472,0.038621,412828
473,0.045354,412852
474,0.043669,412872
475,0.045953,412890
476,0.046300,412903
477,0.067778,412918
478,0.049971,412932
479,0.048665,412947
480,0.041702,412967
481,0.042888,412992
482,0.033115,413035
483,0.052292,413052
484,0.044542,413075
485,0.039480,413100
486,0.045850,413133
487,0.065132,413191
488,0.044980,413239
489,0.039887,413315
490,0.068166,413394
491,0.041115,413456
492,0.036440,413564
493,0.037044,413637
494,0.048646,413704
495,0.043245,413753
496,0.039487,413777
497,0.035272,413818
498,0.036534,413853
499,0.068278,413882
500,0.041459,413945
501,0.046584,413984
502,0.071507,414019
503,0.043578,414075
504,0.041133,414110
505,0.037941,414134
506,0.046088,414162
507,0.044672,414185
508,0.041005,414223
509,0.045028,414308
510,0.042283,414348
511,0.075214,414384
512,0.036724,414412
513,0.037855,414443
514,0.045923,414490
515,0.039732,414535
516,0.068464,414565
517,0.044182,414642
518,0.036035,414678
519,0.038855,414782
520,0.045767,414819
521,0.040514,414849
522,0.037869,414919
523,0.041287,414952
524,0.045494,414987
525,0.037466,415010
526,0.040112,415034
527,0.035176,415058
528,0.044766,415073
529,0.037789,415100
530,0.039556,415111
531,0.047416,415131
532,0.041408,415142
533,0.039417,415154
534,0.036889,415168
535,0.033738,415178
536,0.039185,415188
537,0.042312,415199
538,0.037294,415230
539,0.043883,415251
540,0.068668,415268
541,0.042356,415278
542,0.041488,415285
543,0.070507,415299
544,0.043214,415317
545,0.036079,415340
546,0.040758,415362
547,0.049311,415404
548,0.039004,415501
549,0.041027,415560
550,0.042185,415737
551,0.070370,415800
552,0.043720,415800
553,0.068127,415834
554,0.035501,415869
555,0.040427,415904
556,0.039577,415945
557,0.069716,415981
558,0.056605,415981
559,0.049645,416027
560,0.041722,416072
561,0.038861,416113
562,0.041851,416169
563,0.035031,416308
564,0.044535,416418
565,0.036406,416499
566,0.042101,416585
567,0.077335,416585
568,0.042759,416688
569,0.066394,416688
570,0.039783,416773
571,0.044200,416773
572,0.037034,416832
573,0.045918,416832
574,0.048826,416832
575,0.040198,416876
576,0.043123,416876
577,0.068715,416876
578,0.077106,416895
579,0.042084,416895
580,0.045392,416908
581,0.041834,416908
582,0.042007,416928
583,0.035019,416928
584,0.041757,416937
585,0.043746,416946
586,0.044894,416951
587,0.069464,416958
588,0.041515,416966
589,0.061302,416969
590,0.037884,416979
591,0.042777,416989
592,0.045986,417006
593,0.044191,417008
594,0.046711,417018
595,0.041016,417022
596,0.041106,417025
597,0.066625,417032
598,0.072899,417037
599,0.066319,417042
600,0.036650,417046
601,0.071511,425046
602,0.041227,425051
603,0.039258,425056
604,0.039858,425061
605,0.042645,425063
606,0.105261,425069
607,0.042474,425069
608,0.037998,425077
609,0.068317,425077
610,0.039626,425077
611,0.043986,425083
612,0.036750,425089
613,0.100172,425095
614,0.038269,425100
615,0.032099,425107
616,0.099377,425110
617,0.034496,425118
618,0.047709,425125
619,0.066863,425129
620,0.070239,425138
621,0.035194,425143
622,0.042067,425149
623,0.043447,425150
624,0.098518,425157
625,0.067024,425160
626,0.041962,425165
627,0.042622,425165
628,0.050656,425170
629,0.038189,425171
630,0.041774,425184
631,0.069492,425199
632,0.068697,425229
633,0.045734,425268
634,0.061828,425314
635,0.072915,425314
636,0.035773,425398
637,0.043146,425398
638,0.040257,425471
639,0.037257,425471
640,0.065559,425471
641,0.038160,425471
642,0.039882,425522
643,0.044962,425522
644,0.043715,425522
645,0.041260,425522
646,0.040195,425522
647,0.042802,425530
648,0.039289,425530
649,0.041337,425538
650,0.038769,425538
651,0.042151,425548
652,0.041069,425548
653,0.071202,425554
654,0.039602,425560
655,0.050024,425563
656,0.042228,425564
657,0.063520,425567
658,0.073014,425570
659,0.060282,425572
660,0.064644,425575
661,0.048186,425579
662,0.095172,425587
663,0.039828,425591
664,0.064545,425596
665,0.041035,425599
666,0.041647,425602
667,0.045559,425611
668,0.092994,425612
669,0.041080,425617
670,0.041626,425617
671,0.032786,425620
672,0.041045,425624
673,0.062832,425626
674,0.068861,425633
675,0.046777,425635
676,0.069211,425646
677,0.066951,425648
678,0.042802,425648
679,0.042559,425651
680,0.039209,425655
681,0.064624,425656
682,0.042043,425661
683,0.064839,425669
684,0.041650,425674
685,0.039322,425677
686,0.067963,425684
687,0.040441,425692
688,0.035367,425695
689,0.040340,425696
690,0.042780,425702
691,0.043346,425708
692,0.037502,425715
693,0.041648,425720
694,0.044756,425725
695,0.070269,425729
696,0.070044,425734
697,0.042475,425736
698,0.069189,425742
699,0.042237,425747
700,0.060992,425752
701,0.094060,425754
702,0.065656,425757
703,0.041504,425762
704,0.041516,425775
705,0.038356,425787
706,0.034314,425799
707,0.042222,425814
708,0.043536,425828
709,0.037594,425838
710,0.042429,425845
711,0.066037,425853
712,0.065285,425864
713,0.041833,425879
714,0.062557,425889
715,0.058492,425898
716,0.038034,425904
717,0.033100,425917
718,0.039617,425919
719,0.066045,425925
720,0.036307,425936
721,0.070517,425984
722,0.044492,426139
723,0.037071,426289
724,0.035101,426372
725,0.064436,426512
726,0.073029,426661
727,0.041584,426757
728,0.063274,426884
729,0.036610,427009
730,0.038752,427068
731,0.038271,427119
732,0.068181,427167
733,0.061252,427222
734,0.040086,427255
735,0.042166,427293
736,0.044632,427337
737,0.061291,427385
738,0.041521,427449
739,0.041131,427507
740,0.036095,427589
741,0.038147,427649
742,0.070214,427755
743,0.032764,427839
744,0.043913,427930
745,0.038467,428039
746,0.062686,428208
747,0.037700,428430
748,0.063561,428599
749,0.042032,428744
750,0.042449,428852
751,0.039880,428983
752,0.044170,429087
753,0.041392,429237
754,0.036518,429387
755,0.044969,429553
756,0.066990,429725
757,0.042154,429893
758,0.069188,430043
759,0.066068,430202
760,0.036848,430388
761,0.065661,430565
762,0.038583,430720
763,0.042562,430869
764,0.067460,431025
765,0.064121,431184
766,0.063529,431329
767,0.068315,431464
768,0.037173,431609
769,0.036606,431738
770,0.074127,431872
771,0.096603,431988
772,0.040090,432117
773,0.068434,432248
774,0.092778,432359
775,0.040071,432469
776,0.042481,432564
777,0.047274,432645
778,0.093574,432718
779,0.068812,432784
780,0.041921,432856
781,0.061325,432930
782,0.044309,433008
783,0.039973,433073
784,0.070134,433129
785,0.038863,433161
786,0.038977,433189
787,0.046288,433208
788,0.067397,433236
789,0.039805,433270
790,0.037314,433270
791,0.038944,433318
792,0.044159,433343
793,0.044111,433343
794,0.092911,433386
795,0.041370,433386
796,0.038636,433414
797,0.065387,433414
798,0.047402,433439
799,0.072010,433439
800,0.035484,433465
801,0.037437,433465
802,0.092094,433488
803,0.039654,433502
804,0.039262,433514
805,0.041146,433528
806,0.043305,433542
807,0.070361,433553
808,0.034094,433562
809,0.043321,433575
810,0.036358,433587
811,0.039274,433595
812,0.102623,433602
813,0.050845,433606
814,0.067221,433614
815,0.031079,433623
816,0.067886,433626
817,0.035029,433633
818,0.040991,433639
819,0.036994,433651
820,0.063620,433654
821,0.063599,433657
822,0.037336,433659
823,0.033773,433662
824,0.039347,433667
825,0.048813,433672
826,0.035545,433679
827,0.039975,433681
828,0.040664,433684
829,0.036921,433690
830,0.038782,433696
831,0.035961,433697
832,0.033020,433705
833,0.039031,433707
834,0.045730,433713
835,0.041806,433715
836,0.043458,433719
837,0.037856,433726
838,0.040063,433729
839,0.037508,433733
840,0.068690,433737
841,0.035322,433738
842,0.040676,433740
843,0.033704,433742
844,0.068259,433747
845,0.038772,433750
846,0.038197,433751
847,0.037912,433756
848,0.067997,433764
849,0.035138,433771
850,0.041445,433780
851,0.088297,433789
852,0.041808,433800
853,0.043305,433808
854,0.034542,433818
855,0.069687,433829
856,0.033471,433839
857,0.035968,433847
858,0.040630,433858
859,0.067199,433862
860,0.037983,433866
861,0.038601,433871
862,0.046810,433874
863,0.062048,433879
864,0.067211,433884
865,0.034857,433886
866,0.049338,433887
867,0.043286,433895
868,0.058393,433900
869,0.041155,433903
870,0.039574,433905
871,0.035017,433907
872,0.036418,433914
873,0.035542,433919
874,0.043756,433923
875,0.033911,433925
876,0.063308,433930
877,0.038771,433935
878,0.041694,433944
879,0.034667,433948
880,0.039100,433956
881,0.044046,433966
882,0.037623,433972
883,0.062063,433978
884,0.065845,433985
885,0.038466,433995
886,0.039310,434006
887,0.061796,434018
888,0.039885,434024
889,0.042523,434038
890,0.041674,434049
891,0.037623,434060
892,0.043131,434070
893,0.062336,434081
894,0.037947,434095
895,0.071594,434106
896,0.063717,434125
897,0.036752,434141
898,0.037178,434149
899,0.036977,434161
900,0.043593,434178
901,0.053108,445051
902,0.038008,445070
903,0.038152,445085
904,0.039614,445105
905,0.038619,445132
906,0.038411,445158
907,0.063747,445194
908,0.036881,445220
909,0.070424,445245
910,0.043790,445278
911,0.065769,445315
912,0.036454,445360
913,0.042130,445396
914,0.037658,445447
915,0.067032,445477
916,0.041524,445511
917,0.035383,445566
918,0.039794,445610
919,0.063612,445652
920,0.065522,445691
921,0.040181,445720
922,0.038401,445759
923,0.063414,445807
924,0.042596,445837
925,0.033974,445873
926,0.040814,445913
927,0.070308,445951
928,0.064221,445996
929,0.040913,446019
930,0.040723,446070
931,0.042261,446117
932,0.035135,446138
933,0.041516,446160
934,0.071740,446213
935,0.037527,446250
936,0.041139,446272
937,0.037769,446300
938,0.046200,446335
939,0.037226,446354
940,0.038428,446386
941,0.037644,446413
942,0.033983,446432
943,0.066436,446458
944,0.033767,446482
945,0.034670,446501
946,0.091507,446517
947,0.039292,446544
948,0.040440,446563
949,0.033146,446584
950,0.040819,446603
951,0.039911,446621
952,0.039616,446653
953,0.035373,446670
954,0.042924,446685
955,0.040694,446701
956,0.037204,446725
957,0.039420,446738
958,0.038468,446749
959,0.043045,446758
960,0.086707,446765
961,0.042872,446778
962,0.033183,446788
963,0.044705,446800
964,0.042637,446804
965,0.037670,446807
966,0.040895,446809
967,0.041562,446815
968,0.031633,446824
969,0.037866,446834
970,0.056845,446837
971,0.040248,446842
972,0.039253,446849
973,0.035734,446853
974,0.068646,446857
975,0.035440,446862
976,0.036908,446871
977,0.038896,446872
978,0.042504,446876
979,0.065363,446878
980,0.040106,446890
981,0.035065,446896
982,0.040696,446904
983,0.039995,446912
984,0.061873,446915
985,0.040189,446922
986,0.035723,446926
987,0.041194,446933
988,0.068029,446946
989,0.088460,446957
990,0.064326,446968
991,0.044821,446977
992,0.037119,446982
993,0.066453,446987
994,0.035849,446992
995,0.034729,446995
996,0.067791,447004
997,0.074157,447004
998,0.040829,447004
999,0.043489,447004
1000,0.039340,447004
1001,0.040630,447004
1002,0.044221,447004
1003,0.038475,447004
1004,0.039450,447004
1005,0.041533,447004
1006,0.039553,447004
1007,0.033615,447004
1008,0.062176,447004
1009,0.036610,447004
1010,0.037767,447004
1011,0.036884,447004
1012,0.038982,447004
1013,0.040799,447004
1014,0.047602,447004
1015,0.041237,447004
1016,0.034572,447004
1017,0.036985,447004
1018,0.044278,447004
1019,0.068502,447004
1020,0.035602,447004
1021,0.035717,447004
1022,0.040587,447004
1023,0.068717,447004
1024,0.093664,447004
1025,0.035763,447004
1026,0.032697,447004
1027,0.049231,447004
1028,0.039016,447004
1029,0.068463,447004
1030,0.042446,447004
1031,0.032236,447004
1032,0.061410,447004
1033,0.068734,447004
1034,0.040365,447004
1035,0.038734,447004
1036,0.037540,447004
1037,0.088483,447004
1038,0.063746,447004
1039,0.035288,447004
1040,0.040779,447004
1041,0.042906,447004
1042,0.034687,447004
1043,0.043091,447004
1044,0.042241,447004
1045,0.036382,447004
1046,0.041518,447004
1047,0.036018,447004
1048,0.038314,447004
1049,0.043179,447004
1050,0.037648,447004
1051,0.037543,447004
1052,0.039846,447004
1053,0.040021,447004
1054,0.030770,447004
1055,0.037100,447004
1056,0.039574,447004
1057,0.033487,447004
1058,0.035160,447004
1059,0.039321,447004
1060,0.062709,447004
1061,0.036851,447004
1062,0.034746,447004
1063,0.041343,447004
1064,0.041886,447004
1065,0.035873,447004
1066,0.032974,447004
1067,0.036452,447004
1068,0.037819,447004
1069,0.040117,447004
1070,0.039063,447004
1071,0.039233,447004
1072,0.065702,447004
1073,0.033491,447004
1074,0.065455,447004
1075,0.035931,447004
1076,0.065572,447004
1077,0.033592,447004
1078,0.038310,447004
1079,0.029015,447004
1080,0.041072,447004
1081,0.035972,447004
1082,0.032355,447004
1083,0.047123,447004
1084,0.034728,447004
1085,0.042000,447004
1086,0.035325,447004
1087,0.032348,447004
1088,0.036666,447004
1089,0.063983,447004
1090,0.062792,447004
1091,0.063076,447004
1092,0.065783,447004
1093,0.032544,447004
1094,0.038862,447004
1095,0.090765,447004
1096,0.030205,447004
1097,0.070155,447004
1098,0.042524,447004
1099,0.036568,447004
1100,0.059993,447004
1101,0.040066,447004
1102,0.038119,447004
1103,0.034281,447004
1104,0.031689,447004
1105,0.031457,447004
1106,0.037643,447004
1107,0.034111,447004
1108,0.036617,447004
1109,0.059828,447004
1110,0.034431,447004
1111,0.040747,447004
1112,0.034539,447004
1113,0.036514,447004
1114,0.036041,447004
1115,0.031375,447004
1116,0.059522,447004
1117,0.034911,447004
1118,0.035981,447004
1119,0.036197,447004
1120,0.032770,447004
1121,0.038223,447004
1122,0.037989,447004
