iteration,avg_loss,num_points
1,0.051069,105168
2,0.046085,132530
3,0.039849,147481
4,0.045936,160114
5,0.033169,168407
6,0.030958,175418
7,0.032507,183493
8,0.028162,183493
9,0.029253,190405
10,0.028308,190405
11,0.027954,196846
12,0.025965,196846
13,0.028447,201718
14,0.026019,204943
15,0.025536,207554
16,0.026036,209536
17,0.023320,211451
18,0.023303,213203
19,0.023158,214917
20,0.023395,216409
21,0.023622,217839
22,0.025490,219328
23,0.024904,220755
24,0.025325,222170
25,0.028110,223512
26,0.028895,224805
27,0.028134,226108
28,0.030524,227379
29,0.031038,228639
30,0.031477,229810
31,0.030415,231043
32,0.030324,232293
33,0.030564,233450
34,0.030626,234531
35,0.031287,235577
36,0.033730,236661
37,0.031943,237638
38,0.031738,238567
39,0.034500,239513
40,0.032478,240437
41,0.032550,241240
42,0.032383,242041
43,0.033032,242933
44,0.032495,243676
45,0.032976,244448
46,0.032056,245205
47,0.032344,245945
48,0.031762,246659
49,0.030887,247299
50,0.032605,247885
51,0.030802,248509
52,0.030583,249158
53,0.030997,249745
54,0.031588,250237
55,0.031810,250785
56,0.030358,251255
57,0.030176,251715
58,0.029757,252205
59,0.031332,252668
60,0.031215,253073
61,0.029479,253478
62,0.029801,253898
63,0.029538,254290
64,0.028953,254686
65,0.030922,255083
66,0.029541,255411
67,0.029420,255740
68,0.029607,256174
69,0.029706,256417
70,0.029527,256745
71,0.029471,257080
72,0.030535,257346
73,0.028824,257591
74,0.028592,257843
75,0.028362,258120
76,0.027940,258389
77,0.027783,258697
78,0.027637,258942
79,0.027520,259241
80,0.027298,259562
81,0.027405,259828
82,0.028554,260136
83,0.027537,260475
84,0.027726,260779
85,0.027829,261126
86,0.027793,261471
87,0.028110,261841
88,0.028450,262227
89,0.028366,262554
90,0.030191,262906
91,0.028774,263238
92,0.028681,263575
93,0.028811,263905
94,0.030202,264166
95,0.031719,264427
96,0.028459,264687
97,0.028479,264965
98,0.028501,265281
99,0.028414,265631
100,0.028403,265968
101,0.028319,266338
102,0.028325,266658
103,0.028442,266989
104,0.028176,267323
105,0.028452,267633
106,0.028312,267909
107,0.028115,268184
108,0.027988,268396
109,0.027891,268525
110,0.027517,268692
111,0.027135,268815
112,0.027358,268937
113,0.026580,269035
114,0.026660,269169
115,0.026181,269282
116,0.025685,269398
117,0.025025,269512
118,0.024844,269607
119,0.024293,269703
120,0.023728,269791
121,0.023910,269889
122,0.023719,269988
123,0.023239,270087
124,0.023025,270168
125,0.022906,270293
126,0.022667,270378
127,0.021902,270478
128,0.022185,270558
129,0.022228,270625
130,0.021788,270705
131,0.021761,270777
132,0.021602,270876
133,0.021475,270953
134,0.021571,271071
135,0.020664,271153
136,0.021042,271268
137,0.020658,271378
138,0.021311,271518
139,0.021222,271648
140,0.020370,271810
141,0.021191,271964
142,0.021113,272123
143,0.021041,272296
144,0.021163,272484
145,0.021351,272692
146,0.021951,272937
147,0.021310,273189
